170069.8683,2544518.668
170070.4884,2544518.635
170070.5659,2544518.631
170070.6434,2544518.627
170070.7209,2544518.623
170070.7984,2544518.619
170070.8759,2544518.615
170070.9534,2544518.611
170071.0309,2544518.607
170071.1084,2544518.602
170071.186,2544518.598
170071.2635,2544518.594
170071.341,2544518.59
170071.4185,2544518.586
170071.496,2544518.582
170071.5735,2544518.578
170071.651,2544518.574
170071.7285,2544518.57
170071.806,2544518.566
170071.8836,2544518.562
170071.9611,2544518.557
170072.0386,2544518.553
170072.1161,2544518.549
170072.1936,2544518.545
170072.2711,2544518.541
170072.3486,2544518.537
170072.4261,2544518.533
170072.5036,2544518.529
170072.5812,2544518.525
170072.6587,2544518.521
170072.7362,2544518.516
170072.8137,2544518.512
170072.8912,2544518.508
170072.9687,2544518.504
170073.0462,2544518.5
170073.1237,2544518.496
170073.2012,2544518.492
170073.2788,2544518.488
170073.3563,2544518.484
170073.4338,2544518.48
170073.5113,2544518.476
170073.5888,2544518.471
170073.6663,2544518.467
170073.7438,2544518.463
170073.8213,2544518.459
170073.8988,2544518.455
170073.9764,2544518.451
170074.0539,2544518.447
170074.1314,2544518.443
170074.2089,2544518.439
170074.2864,2544518.435
170074.3639,2544518.43
170074.4414,2544518.426
170074.5189,2544518.422
170074.5964,2544518.418
170074.674,2544518.414
170074.7515,2544518.41
170074.829,2544518.406
170074.9065,2544518.402
170074.984,2544518.398
170075.0615,2544518.394
170075.139,2544518.39
170075.2165,2544518.385
170075.294,2544518.381
170075.3716,2544518.377
170075.4491,2544518.373
170075.5266,2544518.369
170075.6041,2544518.365
170075.6816,2544518.361
170075.7591,2544518.357
170075.8366,2544518.353
170075.9141,2544518.349
170075.9916,2544518.344
170076.0692,2544518.34
170076.1467,2544518.336
170076.2242,2544518.332
170076.3017,2544518.328
170074.0483,2544518.369
170074.1258,2544518.365
170074.2033,2544518.361
170074.2808,2544518.357
170074.3583,2544518.353
170074.4358,2544518.349
170074.5133,2544518.345
170074.5908,2544518.341
170074.6684,2544518.337
170074.7459,2544518.333
170074.8234,2544518.328
170074.9009,2544518.324
170074.9784,2544518.32
170075.0559,2544518.316
170075.1334,2544518.312
170075.2109,2544518.308
170075.2884,2544518.304
170075.366,2544518.3
170075.4435,2544518.296
170075.521,2544518.292
170075.5985,2544518.287
170075.676,2544518.283
170075.7535,2544518.279
170075.831,2544518.275
170075.9085,2544518.271
170075.986,2544518.267
170076.0636,2544518.263
170076.1411,2544518.259
170076.2186,2544518.255
170076.2961,2544518.251
170076.3736,2544518.247
170076.4511,2544518.242
170076.5286,2544518.238
170076.6061,2544518.234
170076.6836,2544518.23
170076.7612,2544518.226
170076.8387,2544518.222
170076.9162,2544518.218
170076.9937,2544518.214
170077.0712,2544518.21
170077.1487,2544518.206
170077.2262,2544518.201
170077.3037,2544518.197
170077.3812,2544518.193
170077.4588,2544518.189
170077.5363,2544518.185
170077.6138,2544518.181
170077.6913,2544518.177
170077.7688,2544518.173
170077.8463,2544518.169
170077.9238,2544518.165
170078.0013,2544518.161
